stimulus,index,content,word_len,freq_zipf,dep_dist,depth,integration_cost,dep_label,pos_tag,lemma,sentence_id,token_id_sent
blackout-pos.text.2,191,fully-stocked,12,,,,,,,,,
blackout-pos.text.2,192,"pantry,",6,3.2430380486862944,5,1,5.0,dobj,NOUN,pantry,1,10
blackout-pos.text.2,193,a,1,7.3099551280128585,1,2,0.1,punct,PUNCT,",",1,11
blackout-pos.text.2,194,fully-cooked,11,,,,,,,,,
blackout-pos.text.2,195,meal,4,4.460296326757475,6,2,3.1,appos,NOUN,meal,1,16
blackout-pos.text.2,196,simmering,9,3.2329961103921536,1,3,0.5,acl,VERB,simmer,1,17
blackout-pos.text.2,197,on,2,6.842342715684627,1,4,0.8,prep,ADP,on,1,18
blackout-pos.text.2,198,the,3,7.469073206544746,1,6,0.3,det,DET,the,1,19
blackout-pos.text.2,199,"stovetop,",8,2.23,2,5,1.0,pobj,NOUN,stovetop,1,20
blackout-pos.text.2,200,and,3,7.126710513400982,5,3,0.5,punct,PUNCT,",",1,21
blackout-pos.text.2,201,a,1,7.3099551280128585,4,5,1.2,det,DET,a,1,23
blackout-pos.text.2,202,perfectly-made,13,,,,,,,,,
blackout-pos.text.2,203,"bed,",3,5.2721202088010966,3,4,3.0,nsubj,NOUN,bed,1,27
blackout-pos.text.2,204,invitingly,10,1.3010299956639815,1,5,0.1,punct,PUNCT,",",1,28
blackout-pos.text.2,205,inviting.,8,4.471144965160633,14,3,7.9,conj,VERB,invite,1,30
blackout-pos.text.2,206,The,3,7.469073206544746,26,1,4.7,punct,PUNCT,.,1,31
blackout-pos.text.2,207,couple,6,5.349102608563031,1,1,1.0,nsubj,NOUN,couple,2,1
blackout-pos.text.2,208,exchanged,9,4.3057811512549815,0,0,0.0,ROOT,VERB,exchange,2,2
