subject_id,stimulus,condition,index,content,total_reading_time,word_len,freq_zipf,dep_dist,depth,integration_cost,dep_label,pos_tag,lemma,sentence_id,token_id_sent
P01,delayed-pos.text.0,pos,31,another,238,7,5.706905452560297,1,1,0.1,punct,PUNCT,",",2,2
P01,delayed-pos.text.0,pos,32,missed,159,6,5.669920938681443,1,2,0.6,amod,VERB,miss,2,4
P01,delayed-pos.text.0,pos,33,"connection,",263,10,4.434249452396475,4,1,2.0,appos,NOUN,connection,2,5
P01,delayed-pos.text.0,pos,34,another,186,7,5.706905452560297,1,2,0.1,punct,PUNCT,",",2,6
P01,delayed-pos.text.0,pos,35,missed,0,6,5.669920938681443,1,3,0.6,amod,VERB,miss,2,8
P01,delayed-pos.text.0,pos,36,opportunity.,121,11,4.6127838567197355,4,2,2.0,conj,NOUN,opportunity,2,9
P01,delayed-pos.text.0,pos,37,Across,226,6,4.97377419397058,9,1,1.3,punct,PUNCT,.,2,10
P01,delayed-pos.text.0,pos,38,the,0,3,7.469073206544746,1,3,0.3,det,DET,the,3,1
P01,delayed-pos.text.0,pos,39,"terminal,",279,8,3.8836614351536176,2,2,1.0,pobj,NOUN,terminal,3,2
P01,delayed-pos.text.0,pos,40,Jack,198,4,5.400693375123279,2,1,0.2,punct,PUNCT,",",3,3
P01,delayed-pos.text.0,pos,41,slumped,144,7,3.0791812460476247,0,0,0.0,ROOT,VERB,slump,3,5
P01,delayed-pos.text.0,pos,42,against,228,7,5.304770488523259,1,1,0.8,prep,ADP,against,3,6
P01,delayed-pos.text.0,pos,43,a,0,1,7.3099551280128585,1,3,0.3,det,DET,a,3,7
P01,delayed-pos.text.0,pos,44,"pillar,",288,6,3.2013971243204513,2,2,1.0,pobj,NOUN,pillar,3,8
P01,delayed-pos.text.0,pos,45,nursing,419,7,3.8014037100173548,4,1,0.4,punct,PUNCT,",",3,9
P01,delayed-pos.text.0,pos,46,a,0,1,7.3099551280128585,2,3,0.6,det,DET,a,3,11
P01,delayed-pos.text.0,pos,47,lukewarm,756,8,2.6720978579357175,1,3,0.6,amod,ADJ,lukewarm,3,12
P01,delayed-pos.text.0,pos,48,coffee.,103,6,5.159958002678518,3,2,3.0,dobj,NOUN,coffee,3,13
P01,delayed-pos.text.0,pos,49,His,110,3,6.327313969806467,9,1,1.3,punct,PUNCT,.,3,14
P01,delayed-pos.text.0,pos,50,phone,156,5,5.430929252384969,1,1,1.0,nsubj,NOUN,phone,4,1
P01,delayed-pos.text.0,pos,51,buzzed,260,6,4.203032887014711,0,0,0.0,ROOT,VERB,buzz,4,2
P01,delayed-pos.text.0,pos,52,"incessantly,",166,11,2.6334684555795866,1,1,0.6,advmod,ADV,incessantly,4,3
P01,delayed-pos.text.0,pos,53,a,0,1,7.3099551280128585,2,1,0.2,punct,PUNCT,",",4,4
P01,delayed-pos.text.0,pos,54,constant,235,8,3.9965116721541785,1,2,0.6,amod,ADJ,constant,4,6
P01,delayed-pos.text.0,pos,55,reminder,164,8,3.575187844927661,5,1,5.0,dobj,NOUN,reminder,4,7
P01,delayed-pos.text.0,pos,56,of,157,2,7.063605036452092,1,2,0.8,prep,ADP,of,4,8
P01,delayed-pos.text.0,pos,57,his,0,3,6.327313969806467,3,4,1.5,poss,PRON,his,4,9
P01,delayed-pos.text.0,pos,58,impending,139,9,3.03342375548695,2,4,1.2,amod,ADJ,impending,4,10
P01,delayed-pos.text.0,pos,59,flight,518,6,4.775901578891674,1,4,0.5,compound,NOUN,flight,4,11
P01,delayed-pos.text.0,pos,60,cancellation.,193,12,3.103803720955957,4,3,2.0,pobj,NOUN,cancellation,4,12
P01,delayed-pos.text.0,pos,61,Frustration,615,11,3.4742162640762553,11,1,1.7000000000000002,punct,PUNCT,.,4,13
P01,delayed-pos.text.0,pos,62,simmered,559,8,3.2329961103921536,0,0,0.0,ROOT,VERB,simmer,5,1
P01,delayed-pos.text.0,pos,63,just,125,4,6.67661497234708,1,2,0.6,advmod,ADV,just,5,2
P01,delayed-pos.text.0,pos,64,below,101,5,4.4477780092946215,2,1,1.6,prep,ADP,below,5,3
P01,delayed-pos.text.0,pos,65,the,0,3,7.469073206544746,1,3,0.3,det,DET,the,5,4
P01,delayed-pos.text.0,pos,66,"surface,",218,7,4.261024833992398,2,2,1.0,pobj,NOUN,surface,5,5
P01,delayed-pos.text.0,pos,67,threatening,265,11,4.0700378666077555,5,1,0.5,punct,PUNCT,",",5,6
P01,delayed-pos.text.0,pos,68,to,0,2,7.355601686871925,1,3,0.3,aux,PART,to,5,8
P01,delayed-pos.text.0,pos,69,boil,348,4,3.7737864449811935,2,2,1.0,xcomp,VERB,boil,5,9
P01,delayed-pos.text.0,pos,70,over.,1057,4,6.12165503058072,1,3,0.5,prt,ADP,over,5,10
P01,delayed-pos.difficulty,pos,0,How,0,3,6.485184613433453,1,2,0.6,advmod,SCONJ,how,0,0
P01,delayed-pos.difficulty,pos,1,difficult,125,9,4.779307827583586,1,1,0.5,acomp,ADJ,difficult,0,1
P01,delayed-pos.difficulty,pos,2,was,0,3,6.7594230602184195,0,0,0.0,ROOT,AUX,be,0,2
P01,delayed-pos.difficulty,pos,3,this,255,4,6.9019337688086235,1,2,0.3,det,DET,this,0,3
P01,delayed-pos.difficulty,pos,4,text,0,4,3.7193312869837265,2,1,2.0,nsubj,NOUN,text,0,4
P01,delayed-pos.difficulty,pos,5,for,0,3,6.838540569153386,3,2,1.5,mark,SCONJ,for,0,5
P01,delayed-pos.difficulty,pos,6,you,0,3,7.621769343182391,2,2,2.0,nsubj,PRON,you,0,6
P01,delayed-pos.difficulty,pos,7,to,0,2,7.355601686871925,1,2,0.3,aux,PART,to,0,7
P01,delayed-pos.difficulty,pos,8,read,134,4,5.382413313126266,6,1,3.1,advcl,VERB,read,0,8
P01,delayed-pos.difficulty,pos,9,and,0,3,7.126710513400982,1,2,0.5,cc,CCONJ,and,0,9
P01,delayed-pos.difficulty,pos,10,understand?,102,10,5.683452310738281,2,2,1.0,conj,VERB,understand,0,10
P01,delayed-pos.difficulty,pos,11,4,0,0,5.78,9,1,1.3,punct,PUNCT,?,0,11
P01,delayed-pos.difficulty,pos,12,–,106,0,,1,2,0.1,punct,PUNCT,–,1,1
P01,delayed-pos.difficulty,pos,13,very,114,4,6.093859261503438,1,2,0.6,advmod,ADV,very,1,2
P01,delayed-pos.difficulty,pos,14,difficult,0,9,4.779307827583586,9,1,5.8,amod,ADJ,difficult,1,3
P01,delayed-pos.difficulty,pos,15,3,0,0,5.91,8,1,4.3,nummod,NUM,3,1,4
P01,delayed-pos.difficulty,pos,16,–,0,0,,1,2,0.1,punct,PUNCT,–,1,5
P01,delayed-pos.difficulty,pos,17,rather,373,6,5.057742155828753,1,4,0.6,advmod,ADV,rather,1,6
P01,delayed-pos.difficulty,pos,18,difficult,0,9,4.779307827583586,1,3,0.6,amod,ADJ,difficult,1,7
P01,delayed-pos.difficulty,pos,19,2,0,0,6.0,4,2,2.0,appos,NUM,2,1,8
P01,delayed-pos.difficulty,pos,20,–,0,0,,1,3,0.1,punct,PUNCT,–,1,9
P01,delayed-pos.difficulty,pos,21,rather,677,6,5.057742155828753,1,4,0.6,advmod,ADV,rather,1,10
P01,delayed-pos.difficulty,pos,22,easy,0,4,5.42440789939746,3,3,1.7999999999999998,amod,ADJ,easy,1,11
P01,delayed-pos.difficulty,pos,23,1,0,0,6.0,0,0,0.0,ROOT,NUM,1,1,12
P01,delayed-pos.difficulty,pos,24,–,221,0,,1,1,0.1,punct,PUNCT,–,1,13
P01,delayed-pos.difficulty,pos,25,very,0,4,6.093859261503438,1,2,0.6,advmod,ADV,very,1,14
P01,delayed-pos.difficulty,pos,26,easy,0,4,5.42440789939746,3,1,1.7999999999999998,amod,ADJ,easy,1,15
P01,goldfish-pos.text.3,pos,221,The,640,3,7.469073206544746,2,3,0.6,det,DET,the,0,0
P01,goldfish-pos.text.3,pos,222,next,230,4,5.655858458986096,1,3,0.6,amod,ADJ,next,0,1
P01,goldfish-pos.text.3,pos,223,"morning,",0,7,5.642464520242122,3,2,1.5,npadvmod,NOUN,morning,0,2
P01,goldfish-pos.text.3,pos,224,Emma,209,4,4.196176185039973,2,2,0.2,punct,PUNCT,",",0,3
P01,goldfish-pos.text.3,pos,225,rushed,324,6,4.497067936398505,5,1,2.5,ccomp,VERB,rush,0,5
P01,goldfish-pos.text.3,pos,226,"downstairs,",173,10,4.590172831596314,1,2,0.6,advmod,ADV,downstairs,0,6
P01,goldfish-pos.text.3,pos,227,Finley,134,6,3.06,3,1,0.30000000000000004,punct,PUNCT,",",0,7
P01,goldfish-pos.text.3,pos,228,safely,190,6,4.045322978786658,1,1,0.6,advmod,ADV,safely,0,9
P01,goldfish-pos.text.3,pos,229,ensconced,138,9,2.342422680822206,0,0,0.0,ROOT,VERB,ensconce,0,10
P01,goldfish-pos.text.3,pos,230,in,0,2,6.990046118048168,1,1,0.8,prep,ADP,in,0,11
P01,goldfish-pos.text.3,pos,231,his,0,3,6.327313969806467,1,3,0.5,poss,PRON,his,0,12
P01,goldfish-pos.text.3,pos,232,container.,342,9,3.632457292184724,2,2,1.0,pobj,NOUN,container,0,13
P01,goldfish-pos.text.3,pos,233,As,0,2,6.345769610954118,4,1,0.4,punct,PUNCT,.,0,14
P01,goldfish-pos.text.3,pos,234,she,319,3,6.572044028989929,1,2,1.0,nsubj,PRON,she,1,1
P01,goldfish-pos.text.3,pos,235,entered,216,7,4.4731949092049375,9,1,4.9,advcl,VERB,enter,1,2
P01,goldfish-pos.text.3,pos,236,the,130,3,7.469073206544746,1,3,0.3,det,DET,the,1,3
P01,goldfish-pos.text.3,pos,237,"kitchen,",0,7,4.765743041421044,2,2,2.0,dobj,NOUN,kitchen,1,4
P01,goldfish-pos.text.3,pos,238,the,0,3,7.469073206544746,6,1,0.7000000000000001,punct,PUNCT,",",1,5
P01,goldfish-pos.text.3,pos,239,unmistakable,246,12,2.9444826721501687,1,2,0.6,amod,ADJ,unmistakable,1,7
P01,goldfish-pos.text.3,pos,240,scent,223,5,3.7752462597402365,3,1,3.0,nsubj,NOUN,scent,1,8
P01,goldfish-pos.text.3,pos,241,of,0,2,7.063605036452092,1,2,0.8,prep,ADP,of,1,9
P01,goldfish-pos.text.3,pos,242,pancakes,194,8,3.597695185925512,1,3,0.5,pobj,NOUN,pancake,1,10
P01,goldfish-pos.text.3,pos,243,wafted,156,6,2.204119982655925,0,0,0.0,ROOT,VERB,waft,1,11
P01,goldfish-pos.text.3,pos,244,through,107,7,5.739991406457079,1,1,0.8,prep,ADP,through,1,12
P01,goldfish-pos.text.3,pos,245,the,0,3,7.469073206544746,1,3,0.3,det,DET,the,1,13
P01,goldfish-pos.text.3,pos,246,air.,0,3,5.14307728417362,2,2,1.0,pobj,NOUN,air,1,14
P01,goldfish-pos.text.3,pos,247,Emma's,471,5,4.196176185039973,2,2,1.0,poss,PROPN,Emma,2,0
P01,goldfish-pos.text.3,pos,248,stomach,191,7,4.529173603261723,1,1,1.0,nsubj,NOUN,stomach,2,2
P01,goldfish-pos.text.3,pos,249,growled,188,7,2.9912260756924947,0,0,0.0,ROOT,VERB,growl,2,3
P01,goldfish-pos.text.3,pos,250,in,0,2,6.990046118048168,1,1,0.8,prep,ADP,in,2,4
P01,goldfish-pos.text.3,pos,251,anticipation.,233,12,3.3961993470957363,1,2,0.5,pobj,NOUN,anticipation,2,5
P01,goldfish-pos.text.3,pos,252,Her,0,3,6.452678661106354,3,1,0.30000000000000004,punct,PUNCT,.,2,6
P01,goldfish-pos.text.3,pos,253,"mother,",446,6,5.681168848929398,2,1,2.0,nsubj,NOUN,mother,3,1
P01,goldfish-pos.text.3,pos,254,busy,250,4,5.027471927021278,1,2,0.1,punct,PUNCT,",",3,2
P01,goldfish-pos.text.3,pos,255,preparing,234,9,4.525692524505011,1,1,0.5,xcomp,VERB,prepare,3,4
P01,goldfish-pos.text.3,pos,256,"breakfast,",151,9,4.82144801901753,1,2,1.0,dobj,NOUN,breakfast,3,5
P01,goldfish-pos.text.3,pos,257,smiled,258,6,3.69196510276736,1,2,0.1,punct,PUNCT,",",3,6
P01,goldfish-pos.text.3,pos,258,knowingly.,216,9,2.863322860120456,1,2,0.6,advmod,ADV,knowingly,3,8
P01,goldfish-pos.text.3,pos,259,"""Good",0,4,6.4166638022029705,8,1,1.1,punct,PUNCT,"""",4,0
P01,goldfish-pos.text.3,pos,260,"morning,",217,7,5.642464520242122,6,1,3.1,npadvmod,NOUN,morning,4,2
P01,goldfish-pos.text.3,pos,261,"sweetie,""",103,7,4.728759475167874,5,1,0.5,punct,PUNCT,",",4,3
P01,goldfish-pos.text.3,pos,262,she,129,3,6.572044028989929,2,1,0.2,punct,PUNCT,"""",4,6
P01,goldfish-pos.text.3,pos,263,"said,",149,4,6.214785585123866,0,0,0.0,ROOT,VERB,say,4,8
P01,goldfish-pos.text.3,pos,264,presenting,188,10,3.514547752660286,1,1,0.1,punct,PUNCT,",",4,9
P01,goldfish-pos.text.3,pos,265,Emma,225,4,4.196176185039973,1,3,1.0,dobj,PROPN,Emma,4,11
P01,goldfish-pos.text.3,pos,266,with,0,4,6.703147736191453,2,3,1.6,prep,ADP,with,4,12
P01,goldfish-pos.text.3,pos,267,a,162,1,7.3099551280128585,2,5,0.6,det,DET,a,4,13
P01,goldfish-pos.text.3,pos,268,steaming,131,8,3.296665190261531,1,5,0.5,compound,NOUN,steaming,4,14
P01,goldfish-pos.text.3,pos,269,plate,274,5,4.409087369447835,3,4,1.5,pobj,NOUN,plate,4,15
P01,goldfish-pos.text.3,pos,270,of,0,2,7.063605036452092,1,5,0.8,prep,ADP,of,4,16
P01,goldfish-pos.text.3,pos,271,fluffy,132,6,3.5599066250361124,1,7,0.6,amod,ADJ,fluffy,4,17
P01,goldfish-pos.text.3,pos,272,"pancakes,",229,8,3.597695185925512,2,6,1.0,pobj,NOUN,pancake,4,18
P01,goldfish-pos.text.3,pos,273,golden,226,6,4.366796383286729,3,2,0.30000000000000004,punct,PUNCT,",",4,19
P01,goldfish-pos.text.3,pos,274,syrup,102,5,3.7075701760979363,1,2,1.0,nsubj,NOUN,syrup,4,21
P01,goldfish-pos.text.3,pos,275,drizzled,124,8,2.6334684555795866,14,1,7.9,advcl,VERB,drizzle,4,22
P01,goldfish-pos.text.3,pos,276,across,168,6,4.97377419397058,1,2,0.8,prep,ADP,across,4,23
P01,goldfish-pos.text.3,pos,277,the,0,3,7.469073206544746,1,4,0.3,det,DET,the,4,24
P01,goldfish-pos.text.3,pos,278,top.,0,3,5.125253486024798,2,3,1.0,pobj,NOUN,top,4,25
P01,goldfish-pos.text.3,pos,279,Emma's,236,5,4.196176185039973,2,2,1.0,poss,PROPN,Emma,5,0
P01,goldfish-pos.text.3,pos,280,eyes,166,4,5.0483641052798855,1,1,1.0,nsubj,NOUN,eye,5,2
P01,goldfish-pos.text.3,pos,281,widened,158,7,2.9138138523837167,0,0,0.0,ROOT,VERB,widen,5,3
P01,goldfish-pos.text.3,pos,282,in,242,2,6.990046118048168,1,1,0.8,prep,ADP,in,5,4
P01,goldfish-pos.text.3,pos,283,awe.,0,3,3.419955748489758,1,2,0.5,pobj,PROPN,awe,5,5
P01,goldfish-pos.text.3,pos,284,"""Grandma's",387,8,4.658869592201962,2,2,1.0,poss,PROPN,Grandma,6,1
P01,goldfish-pos.text.3,pos,285,wishes,589,6,5.371289573064556,2,1,2.0,nsubj,NOUN,wish,6,3
P01,goldfish-pos.text.3,pos,286,really,594,6,6.1761375813299395,1,1,0.6,advmod,ADV,really,6,4
P01,goldfish-pos.text.3,pos,287,"worked!""",235,6,5.902013775787815,0,0,0.0,ROOT,VERB,work,6,5
P01,goldfish-pos.text.3,pos,288,Just,0,4,6.67661497234708,2,1,0.2,punct,PUNCT,"""",6,7
P01,goldfish-pos.text.3,pos,289,"then,",363,4,6.17304925458245,7,1,4.4,advmod,ADV,then,7,1
P01,goldfish-pos.text.3,pos,290,the,236,3,7.469073206544746,6,1,0.7000000000000001,punct,PUNCT,",",7,2
P01,goldfish-pos.text.3,pos,291,hospital,0,8,5.094121595840561,1,3,0.5,compound,NOUN,hospital,7,4
P01,goldfish-pos.text.3,pos,292,room's,221,5,5.642968760855551,2,2,1.0,poss,NOUN,room,7,5
P01,goldfish-pos.text.3,pos,293,intercom,208,8,3.322219294733919,1,1,1.0,nsubj,NOUN,intercom,7,7
P01,goldfish-pos.text.3,pos,294,crackled,308,8,2.838849090737255,0,0,0.0,ROOT,VERB,crackle,7,8
P01,goldfish-pos.text.3,pos,295,to,0,2,7.355601686871925,1,1,0.8,prep,ADP,to,7,9
P01,goldfish-pos.text.3,pos,296,life.,281,4,5.901267560474818,1,2,0.5,pobj,NOUN,life,7,10
P01,goldfish-pos.text.3,pos,297,A,0,1,7.3099551280128585,3,1,0.30000000000000004,punct,PUNCT,.,7,11
P01,goldfish-pos.text.3,pos,298,cheerful,221,8,3.5717088318086874,1,2,0.6,amod,ADJ,cheerful,8,1
P01,goldfish-pos.text.3,pos,299,voice,246,5,4.935305690289924,1,1,1.0,nsubj,NOUN,voice,8,2
P01,goldfish-pos.text.3,pos,300,"announced,",147,9,3.9894498176666917,0,0,0.0,ROOT,VERB,announce,8,3
P01,blackout-zero.text.0,zero,0,The,0,3,7.469073206544746,2,2,0.6,det,DET,the,0,0
P01,blackout-zero.text.0,zero,1,Last,190,4,5.859198361533878,1,2,0.6,amod,ADJ,last,0,1
P01,blackout-zero.text.0,zero,2,Light,311,5,5.218010042984363,4,1,4.0,nsubj,NOUN,light,0,2
P01,blackout-zero.text.0,zero,3,On,108,2,6.842342715684627,1,2,0.8,prep,ADP,on,0,3
P01,blackout-zero.text.0,zero,4,The,0,3,7.469073206544746,1,4,0.3,det,DET,the,0,4
P01,blackout-zero.text.0,zero,5,darkness,223,8,4.242789809478676,2,3,1.0,pobj,NOUN,darkness,0,5
P01,blackout-zero.text.0,zero,6,was,0,3,6.7594230602184195,0,0,0.0,ROOT,AUX,be,0,6
P01,blackout-zero.text.0,zero,7,"palpable,",483,8,2.6127838567197355,1,1,0.5,acomp,ADJ,palpable,0,7
P01,blackout-zero.text.0,zero,8,a,0,1,7.3099551280128585,2,1,0.2,punct,PUNCT,",",0,8
P01,blackout-zero.text.0,zero,9,"living,",267,6,5.1945975852425095,4,1,2.0,attr,NOUN,living,0,10
P01,blackout-zero.text.0,zero,10,breathing,184,9,4.443732241401596,1,2,0.1,punct,PUNCT,",",0,11
P01,blackout-zero.text.0,zero,11,entity,440,6,3.2278867046136734,1,3,1.0,dobj,NOUN,entity,0,13
P01,blackout-zero.text.0,zero,12,that,127,4,7.14956733263194,1,5,1.0,nsubj,PRON,that,0,14
P01,blackout-zero.text.0,zero,13,wrapped,109,7,4.250420002308894,2,4,1.0,relcl,VERB,wrap,0,15
P01,blackout-zero.text.0,zero,14,itself,282,6,4.599664778788417,1,5,1.0,dobj,PRON,itself,0,16
P01,blackout-zero.text.0,zero,15,around,164,6,5.867308354895176,2,5,1.6,prep,ADP,around,0,17
P01,blackout-zero.text.0,zero,16,the,0,3,7.469073206544746,1,7,0.3,det,DET,the,0,18
P01,blackout-zero.text.0,zero,17,neighborhood,237,12,4.564547711755948,2,6,1.0,pobj,NOUN,neighborhood,0,19
P01,blackout-zero.text.0,zero,18,like,241,4,6.601947060080969,8,3,6.7,prep,ADP,like,0,20
P01,blackout-zero.text.0,zero,19,a,0,1,7.3099551280128585,1,5,0.3,det,DET,a,0,21
P01,blackout-zero.text.0,zero,20,shroud.,209,6,3.0086001717619175,2,4,1.0,pobj,NOUN,shroud,0,22
P01,blackout-zero.text.0,zero,21,It,0,2,7.276377005067547,17,1,2.9000000000000004,punct,PUNCT,.,0,23
P01,blackout-zero.text.0,zero,22,was,117,3,6.7594230602184195,0,0,0.0,ROOT,AUX,be,1,1
P01,blackout-zero.text.0,zero,23,as,530,2,6.345769610954118,9,2,4.9,mark,SCONJ,as,1,2
P01,blackout-zero.text.0,zero,24,if,0,2,6.549171303929439,8,2,4.3,mark,SCONJ,if,1,3
P01,blackout-zero.text.0,zero,25,the,403,3,7.469073206544746,2,3,0.6,det,DET,the,1,4
P01,blackout-zero.text.0,zero,26,very,172,4,6.093859261503438,1,3,0.6,amod,ADJ,very,1,5
P01,blackout-zero.text.0,zero,27,fabric,105,6,3.681241237375587,5,2,2.5,nsubjpass,NOUN,fabric,1,6
P01,blackout-zero.text.0,zero,28,of,0,2,7.063605036452092,1,3,0.8,prep,ADP,of,1,7
P01,blackout-zero.text.0,zero,29,reality,276,7,4.480725378988487,1,4,0.5,pobj,NOUN,reality,1,8
P01,blackout-zero.text.0,zero,30,had,0,3,6.789680109103924,2,2,0.6,aux,AUX,have,1,9
P01,blackout-zero.text.0,zero,31,been,275,4,6.7594230602184195,1,2,0.5,auxpass,AUX,be,1,10
P01,blackout-zero.text.0,zero,32,torn,118,4,4.431363764158987,10,1,5.5,advcl,VERB,tear,1,11
P01,blackout-zero.text.0,zero,33,"apart,",0,5,4.67228262478892,1,2,0.6,advmod,ADV,apart,1,12
P01,blackout-zero.text.0,zero,34,leaving,288,7,5.150418694479298,2,2,0.2,punct,PUNCT,",",1,13
P01,blackout-zero.text.0,zero,35,only,185,4,6.034913080865008,3,4,1.7999999999999998,advmod,ADV,only,1,15
P01,blackout-zero.text.0,zero,36,an,0,2,6.270478525477336,2,4,0.6,det,DET,an,1,16
P01,blackout-zero.text.0,zero,37,inky,267,4,2.342422680822206,1,4,0.6,amod,ADJ,inky,1,17
P01,blackout-zero.text.0,zero,38,blackness,227,9,2.9444826721501687,4,3,4.0,dobj,NOUN,blackness,1,18
P01,blackout-zero.text.0,zero,39,that,137,4,7.14956733263194,1,5,1.0,nsubj,PRON,that,1,19
P01,blackout-zero.text.0,zero,40,seemed,129,6,5.1455692977929886,2,4,1.0,relcl,VERB,seem,1,20
P01,blackout-zero.text.0,zero,41,to,0,2,7.355601686871925,1,6,0.3,aux,PART,to,1,21
P01,blackout-zero.text.0,zero,42,have,220,4,6.789680109103924,2,5,1.0,xcomp,VERB,have,1,22
P01,blackout-zero.text.0,zero,43,a,0,1,7.3099551280128585,1,7,0.3,det,DET,a,1,23
P01,blackout-zero.text.0,zero,44,life,181,4,5.901267560474818,2,6,2.0,dobj,NOUN,life,1,24
P01,blackout-zero.text.0,zero,45,of,0,2,7.063605036452092,1,7,0.8,prep,ADP,of,1,25
P01,blackout-zero.text.0,zero,46,its,501,3,5.234795588220642,1,9,0.5,poss,PRON,its,1,26
P01,blackout-zero.text.0,zero,47,own.,0,3,5.6620018793899165,2,8,1.0,pobj,ADJ,own,1,27
P01,blackout-zero.text.0,zero,48,The,130,3,7.469073206544746,27,1,4.9,punct,PUNCT,.,1,28
P01,blackout-zero.text.0,zero,49,streets,129,7,5.170789590446391,2,1,1.0,nsubjpass,NOUN,street,2,1
P01,blackout-zero.text.0,zero,50,were,138,4,6.7594230602184195,1,1,0.5,auxpass,AUX,be,2,2
P01,blackout-zero.text.0,zero,51,"deserted,",311,8,4.446847710155809,0,0,0.0,ROOT,VERB,desert,2,3
P01,blackout-zero.text.0,zero,52,the,165,3,7.469073206544746,1,1,0.1,punct,PUNCT,",",2,4
P01,blackout-zero.text.0,zero,53,only,0,4,6.034913080865008,1,2,0.6,amod,ADJ,only,2,6
P01,blackout-zero.text.0,zero,54,sound,299,5,5.156518864747027,4,1,2.0,dep,NOUN,sound,2,7
P01,blackout-zero.text.0,zero,55,the,0,3,7.469073206544746,2,3,0.6,det,DET,the,2,8
P01,blackout-zero.text.0,zero,56,distant,215,7,3.9350031514536545,1,3,0.6,amod,ADJ,distant,2,9
P01,blackout-zero.text.0,zero,57,hum,392,3,3.6830470382388496,3,2,1.5,appos,NOUN,hum,2,10
P01,blackout-zero.text.0,zero,58,of,0,2,7.063605036452092,1,3,0.8,prep,ADP,of,2,11
P01,blackout-zero.text.0,zero,59,generators,132,10,3.755112266395071,1,4,0.5,pobj,NOUN,generator,2,12
